Champion1,Mastery1,Lane1,Champion2,Mastery2,Lane2,Champion3,Mastery3,Lane3,Champion4,Mastery4,Lane4,Champion5,Mastery5,Lane5,Champion6,Mastery6,Lane6,Champion7,Mastery7,Lane7,Champion8,Mastery8,Lane8,Champion9,Mastery9,Lane9,Champion10,Mastery10,Lane10,Champion11,Mastery11,Lane11,Champion12,Mastery12,Lane12,Champion13,Mastery13,Lane13,Champion14,Mastery14,Lane14,Champion15,Mastery15,Lane15
104,80490,jg,202,73184,bot,81,73066,bot,64,65389,jg,22,62379,bot,245,55293,jg,235,44901,sup,777,25749,mid,84,25256,top,412,20824,sup,875,17327,top,12,15749,sup,517,12458,mid,126,11694,top,61,9689,mid
64,225537,jg,157,193372,mid,50,180210,sup,55,90908,mid,142,82949,mid,17,79126,top,68,42090,top,53,40718,sup,41,38409,top,120,32792,jg,26,27965,sup,29,26274,bot,51,24534,bot,22,23292,bot,245,20887,jg
81,221848,bot,39,113461,top,67,83358,bot,245,80470,jg,236,80386,bot,103,80102,mid,7,79301,mid,91,74927,jg,105,58141,mid,99,55572,sup,266,54262,top,114,46236,top,104,44317,jg,25,35961,sup,101,24539,sup
876,124095,jg,245,53070,jg,84,36731,top,517,34469,mid,3,34104,mid,875,26036,top,99,25446,sup,2,19762,jg,412,19756,sup,80,17670,sup,157,17529,mid,81,13693,bot,266,13413,top,202,12506,bot,21,7765,bot
81,49567,bot,99,49443,sup,268,36804,mid,21,28961,bot,22,25007,bot,157,23544,mid,34,22255,mid,163,20114,jg,412,19375,sup,64,16160,jg,122,15685,top,41,15292,top,79,14882,top,20,11960,jg,32,9147,sup
91,62195,jg,105,29504,mid,64,26755,jg,74,23263,top,268,19107,mid,39,18428,top,43,18367,sup,131,17770,jg,84,17624,top,517,16590,mid,57,13517,sup,81,13144,bot,412,8838,sup,236,7770,bot,145,7533,bot
131,496722,jg,157,391228,mid,11,276411,jg,84,202306,top,122,118878,top,141,107232,jg,24,101492,top,67,89156,bot,81,72580,bot,236,70817,bot,55,56609,mid,238,53299,mid,99,51930,sup,89,37240,sup,555,34524,sup
64,538078,jg,60,196069,jg,89,127800,sup,238,108292,mid,7,104188,mid,76,101610,jg,111,75279,sup,53,69391,sup,81,57988,bot,41,53944,top,157,50235,mid,202,46574,bot,79,45149,top,126,34550,top,236,33432,bot
35,1111215,jg,54,308718,top,104,234896,jg,245,171159,jg,75,158630,top,7,113170,mid,105,95472,mid,81,77736,bot,4,70300,mid,164,70118,top,236,57214,bot,67,50070,bot,80,47179,sup,143,25953,sup,43,25880,sup
245,159935,jg,91,102562,jg,234,99475,jg,157,93659,mid,555,62989,sup,517,35477,mid,106,33067,top,24,18503,top,875,18437,top,236,13351,bot,99,12575,sup,67,12551,bot,80,11730,sup,777,11256,mid,81,9242,bot
63,652529,sup,85,179997,top,45,127457,mid,54,103859,top,32,72971,sup,10,69302,top,53,64682,sup,18,22860,bot,21,17626,bot,64,17296,jg,33,14991,jg,1,14845,mid,22,13533,bot,518,10314,mid,11,5106,jg
412,167960,sup,64,142789,jg,236,139604,bot,157,133846,mid,76,114860,jg,81,106357,bot,61,86707,mid,67,83551,bot,141,71333,jg,84,70841,top,39,65670,top,92,62461,top,238,59985,mid,89,58011,sup,25,55788,sup
236,77967,bot,360,77446,bot,81,68682,bot,101,33674,sup,157,23166,mid,114,20065,top,133,18482,top,234,18152,jg,412,16685,sup,4,11957,mid,25,11936,sup,64,11819,jg,238,11098,mid,107,8357,top,33,7811,jg
39,114785,top,122,79203,top,104,70954,jg,157,67789,mid,24,65670,top,2,63516,jg,11,63244,jg,145,42931,bot,55,42550,mid,38,41094,mid,236,34194,bot,80,31009,sup,29,29843,bot,53,19898,sup,37,11061,sup
55,682387,mid,157,531823,mid,67,409512,bot,142,316009,mid,81,243111,bot,11,223244,jg,99,164186,sup,64,161403,jg,50,160932,sup,154,131970,jg,84,99007,top,412,97846,sup,39,94017,top,236,90365,bot,92,87735,top
81,85998,bot,91,74477,jg,54,63851,top,64,61570,jg,67,59965,bot,76,54487,jg,92,53283,top,236,52665,bot,99,49288,sup,53,45178,sup,55,41260,mid,103,39199,mid,157,38227,mid,107,34804,top,412,31080,sup
111,204962,sup,412,158927,sup,202,132837,bot,98,111602,top,51,78612,bot,555,74209,sup,67,56416,bot,268,46135,mid,54,41402,top,223,39442,top,42,37158,mid,61,34156,mid,33,25732,jg,20,23603,jg,48,21214,jg
412,789803,sup,64,364079,jg,25,96108,sup,34,61891,mid,53,60867,sup,59,55009,jg,236,48162,bot,61,43002,mid,238,33657,mid,51,29589,bot,81,24710,bot,92,24591,top,75,12617,top,54,10862,top,254,8162,jg
