Champion1,Mastery1,Lane1,Champion2,Mastery2,Lane2,Champion3,Mastery3,Lane3,Champion4,Mastery4,Lane4,Champion5,Mastery5,Lane5,Champion6,Mastery6,Lane6,Champion7,Mastery7,Lane7,Champion8,Mastery8,Lane8,Champion9,Mastery9,Lane9,Champion10,Mastery10,Lane10,Champion11,Mastery11,Lane11,Champion12,Mastery12,Lane12,Champion13,Mastery13,Lane13,Champion14,Mastery14,Lane14,Champion15,Mastery15,Lane15
41,167220,top,106,56758,top,150,52524,top,141,42216,jg,777,37736,mid,11,36359,jg,12,35997,sup,8,35837,mid,235,32174,sup,245,31960,jg,13,29758,mid,110,28616,bot,57,24356,sup,81,20133,bot,15,14700,bot
19,179512,jg,157,161202,mid,99,152789,sup,555,149950,sup,11,118338,jg,25,112925,sup,238,112701,mid,64,101729,jg,84,96320,top,67,68147,bot,202,62437,bot,21,57350,bot,122,50942,top,24,45815,top,45,38598,mid
99,165990,sup,202,148805,bot,143,123657,sup,555,69142,sup,103,43568,mid,518,28968,mid,245,28394,jg,498,27836,bot,84,19134,top,39,17910,top,238,16430,mid,22,15069,bot,28,14513,jg,20,14474,jg,10,12223,top
202,116854,bot,41,102777,top,157,72807,mid,81,54516,bot,122,35420,top,516,35350,top,238,32958,mid,555,32848,sup,21,31520,bot,80,28218,sup,777,23696,mid,412,22365,sup,2,16962,jg,19,12076,jg,104,11464,jg
77,83184,jg,35,57853,jg,86,40684,top,81,40079,bot,14,38245,top,15,36339,bot,141,36018,jg,51,34827,bot,36,31030,top,161,27324,sup,99,25613,sup,32,23443,sup,45,18910,mid,69,16113,mid,42,16013,mid
117,194284,sup,16,161835,sup,40,136518,sup,1,25991,mid,22,14831,bot,75,14641,top,17,13233,top,115,11630,bot,31,11424,top,30,10015,jg,34,9057,mid,3,8759,mid,113,8289,jg,15,6872,bot,20,5213,jg
41,200421,top,25,88606,sup,39,68441,top,80,43900,sup,497,37699,sup,236,37690,bot,74,32603,top,64,31094,jg,777,21289,mid,81,18734,bot,22,13311,bot,20,8017,jg,103,7387,mid,711,6605,mid,5,5491,jg
53,118262,sup,429,116576,bot,15,81852,bot,202,69569,bot,25,61446,sup,99,51691,sup,45,48290,mid,11,36351,jg,31,30864,top,157,26865,mid,86,22214,top,103,22076,mid,84,20366,top,19,17760,jg,64,15662,jg
111,63535,sup,141,63164,jg,31,59058,top,3,50564,mid,516,38832,top,14,31410,top,53,24674,sup,32,21420,sup,33,20780,jg,120,20702,jg,238,15147,mid,115,13427,bot,51,12129,bot,112,12078,mid,236,8784,bot
6,128034,top,516,91341,top,141,64096,jg,17,63669,top,555,58000,sup,11,47255,jg,45,46411,mid,99,35550,sup,157,34276,mid,3,31863,mid,50,29250,sup,9,27982,jg,236,26968,bot,29,17674,bot,81,17236,bot
77,168127,jg,17,59802,top,24,58169,top,133,49429,top,131,45163,jg,11,37815,jg,18,32003,bot,45,30857,mid,53,29498,sup,29,27250,bot,222,23469,bot,99,22490,sup,55,21077,mid,1,15721,mid,25,9685,sup
24,47033,top,67,37348,bot,99,36497,sup,19,33350,jg,53,29261,sup,11,26038,jg,18,23916,bot,266,22906,top,64,15875,jg,21,15776,bot,58,14688,top,101,14355,sup,13,13580,mid,45,9039,mid,134,4443,mid
145,199553,bot,142,160084,mid,99,140683,sup,16,122974,sup,103,105272,mid,37,82262,sup,55,82158,mid,39,64424,top,21,51197,bot,81,43728,bot,887,31218,top,84,27372,top,131,22214,jg,78,17065,jg,28,15511,jg
