Champion1,Mastery1,Lane1,Champion2,Mastery2,Lane2,Champion3,Mastery3,Lane3,Champion4,Mastery4,Lane4,Champion5,Mastery5,Lane5,Champion6,Mastery6,Lane6,Champion7,Mastery7,Lane7,Champion8,Mastery8,Lane8,Champion9,Mastery9,Lane9,Champion10,Mastery10,Lane10,Champion11,Mastery11,Lane11,Champion12,Mastery12,Lane12,Champion13,Mastery13,Lane13,Champion14,Mastery14,Lane14,Champion15,Mastery15,Lane15
67,366266,bot,145,83887,bot,39,69345,top,92,46771,top,20,42527,jg,50,32885,sup,51,32419,bot,142,29583,mid,266,28652,top,121,20558,jg,76,19312,jg,103,15851,mid,555,15333,sup,1,13580,mid,412,8998,sup
131,279739,jg,122,140063,top,82,72685,top,86,72314,top,56,52248,jg,245,49320,jg,101,49011,sup,63,47570,sup,238,46461,mid,55,41268,mid,25,39856,sup,157,33029,mid,236,32584,bot,202,27743,bot,21,15639,bot
267,454106,sup,16,196969,sup,21,160680,bot,235,132567,sup,145,84111,bot,518,83321,mid,15,75413,bot,246,31638,mid,103,29916,mid,17,15280,top,28,13033,jg,78,12647,jg,10,12630,top,102,11275,jg,75,8191,top
89,532033,sup,37,152623,sup,53,123135,sup,45,63294,mid,21,56863,bot,3,53782,mid,1,31296,mid,86,17031,top,31,11190,top,22,9920,bot,223,5958,top,110,4468,bot,11,2608,jg,64,2114,jg,56,1775,jg
235,88635,sup,50,65860,sup,412,44869,sup,4,25563,mid,133,22916,top,6,22211,top,22,21695,bot,10,21140,top,141,18571,jg,45,16488,mid,90,16265,mid,202,13330,bot,21,13007,bot,76,11588,jg,163,10148,jg
106,124068,top,107,84566,top,77,80817,jg,35,80767,jg,141,80610,jg,157,79495,mid,24,65191,top,4,54991,mid,32,52188,sup,81,49509,bot,222,37967,bot,67,36398,bot,63,35244,sup,53,32123,sup,13,29596,mid
145,136264,bot,202,125814,bot,523,100499,bot,238,47698,mid,39,42739,top,84,37895,top,777,36280,mid,412,36061,sup,268,32712,mid,875,29176,top,5,27707,jg,141,22959,jg,64,18839,jg,235,10659,sup,555,9514,sup
89,109402,sup,235,102420,sup,350,94254,sup,103,61630,mid,875,52387,top,17,48899,top,141,39266,jg,254,34933,jg,498,34247,bot,163,33449,jg,82,21339,top,45,20933,mid,236,18441,bot,112,14310,mid,115,12144,bot
25,206290,sup,412,67251,sup,201,64332,sup,127,40025,mid,72,35926,jg,67,28132,bot,266,25611,top,84,24510,top,222,23282,bot,22,21728,bot,113,16098,jg,62,15549,jg,106,15401,top,69,9686,mid,134,8458,mid
875,75759,top,62,61013,jg,85,44187,top,80,42821,sup,235,41624,sup,412,40109,sup,24,32760,top,81,18447,bot,20,18090,jg,42,18017,mid,523,16394,bot,131,15193,jg,202,15112,bot,3,13826,mid,777,13254,mid
