Champion1,Mastery1,Champion2,Mastery2,Champion3,Mastery3,Champion4,Mastery4,Champion5,Mastery5
126,55783,39,41794,517,29082,236,28819,523,27334
64,305115,157,151058,126,107288,245,97031,236,93119
69,54228,517,41043,7,35295,3,31763,134,26062
56,183346,59,176756,113,106479,20,92524,154,75046
238,134596,64,112608,157,104230,92,93103,236,93006
82,232963,266,152383,92,130003,122,123808,81,79158
50,203326,81,201649,236,159872,90,144277,145,117648
99,159675,117,126364,147,60374,43,40417,17,39174
51,387233,81,208874,64,190957,67,115142,21,101779
245,121912,157,105882,517,97183,145,96056,81,82331
421,48993,101,41613,157,39304,360,26868,67,24923
157,155223,412,151728,267,137664,64,130102,81,129502
16,557775,267,508852,37,180340,17,130928,21,123656
350,701611,117,111320,25,66274,16,48749,99,46117
145,60277,81,43174,360,30712,23,26757,202,25014
121,211629,202,203046,23,175337,107,131615,268,119772
157,297247,55,251680,67,174700,238,133211,84,109894
104,38764,76,34381,234,31803,23,28874,64,24546
163,38368,141,37259,412,29030,236,28080,131,24394
154,330191,17,111187,81,65172,91,42792,64,41852
75,980613,24,293413,98,287504,17,218932,5,112511
56,550412,92,464259,516,124963,240,122020,238,84374
53,463921,89,339983,420,184183,25,139465,12,115136
236,57525,81,57420,103,52976,104,52089,202,47887
150,121265,67,70939,222,39465,53,21528,43,21198
105,104735,64,99443,127,74551,245,55591,51,35585
157,210829,16,190671,64,178384,412,165750,53,149914
412,438314,60,195366,53,136123,516,54450,81,47586
350,885436,99,67217,22,56031,17,54156,74,52989
64,175320,81,151615,39,111932,105,91306,92,61443
64,72631,104,39731,157,37646,122,31339,238,28012
154,152629,58,117874,76,63165,120,56565,246,51662
76,44119,64,41792,517,36907,20,35853,104,22353
7,241077,517,222207,142,142128,875,102938,103,100779
24,80714,432,48376,104,37822,64,31549,517,27402
518,182869,526,171026,240,111038,9,65868,517,58822
498,93454,21,61489,81,35158,51,31346,145,24482
81,156708,67,110481,157,80870,51,64388,236,63882
875,42315,517,40515,555,34313,236,24038,157,22148
89,479783,350,386336,99,160188,117,159430,111,129592
81,495914,67,313393,43,306024,21,228550,102,194580
64,170206,76,132104,68,103798,104,73306,39,60745
67,74494,64,53141,39,52388,777,50887,89,50353
4,67860,99,63310,7,48717,64,45971,67,40561
81,696705,67,685596,53,314490,157,272016,412,253810
84,60903,164,54459,39,54383,62,45588,150,35966
122,502809,6,112375,14,85287,57,41164,104,38377
64,196183,92,181490,121,148794,79,74346,59,68712
96,294330,268,194647,13,74828,81,71768,92,53618
81,97935,7,60474,105,51445,238,38830,112,38331
875,594906,157,133861,517,73592,24,46640,64,41072
55,72512,84,51513,777,40045,39,31930,887,27039
25,234337,99,166702,56,78277,16,57047,145,39323
105,154538,412,128415,53,110892,64,101170,81,94113
101,226970,222,115724,76,104458,55,96339,412,86382
126,188377,92,148962,238,47464,76,44820,236,35049
11,236117,157,93049,245,76306,236,53058,154,36729
28,80554,102,74164,120,54530,2,41605,104,33975
39,151851,412,140881,81,87361,157,73044,67,51617
234,88063,76,39784,64,34811,141,31474,245,25197
412,68318,53,67677,58,62714,202,57027,555,45818
57,97106,254,54186,17,35839,90,31384,235,31322
67,240395,157,140757,64,137980,81,119518,11,73535
81,253108,67,237019,51,212043,15,70287,222,60059
164,250559,105,174318,157,154292,67,151498,246,109188
412,313330,238,242804,81,165643,157,109084,64,105642
81,124478,412,71381,202,64136,517,45686,145,42875
267,189664,350,107860,117,55012,50,49181,45,30546
555,346022,99,160590,12,149432,57,116718,53,97762
412,114133,54,101746,106,35997,141,34791,58,33108
9,286195,113,258525,33,96681,42,59493,56,40759
11,187936,240,87413,122,86075,555,61014,81,41611
62,39315,5,37249,56,26805,517,24457,80,21914
122,544313,58,253102,875,150143,421,140161,80,114966
103,143930,55,142962,81,124727,131,89237,99,88043
245,285090,11,176243,32,70036,112,69017,104,45589
11,1182369,81,104346,55,93848,22,49059,67,48831
555,46825,81,40268,517,34956,145,22080,164,21031
28,822288,555,117516,20,56781,234,56155,518,42085
86,55199,57,50080,14,38060,54,36806,82,35419
555,544880,238,149197,157,127303,11,73463,412,50664
13,154908,81,154045,64,138673,412,128058,202,126879
32,66000,22,64147,81,57015,145,53140,99,52046
154,200387,11,153922,122,124218,81,94699,202,64712
89,186097,75,69769,51,62697,20,52061,99,33421
24,254522,412,160432,39,151813,114,120432,64,111538
51,129410,67,77903,81,72759,69,39455,222,32967
238,82184,131,60762,157,50321,55,46843,412,36910
112,152981,145,131787,236,131161,119,105568,222,104871
24,1163209,99,93121,98,78815,53,77709,67,66470
142,131872,517,90763,166,54159,34,48060,777,32859
81,159435,145,125793,236,97765,67,73564,498,40179
238,25160,30,24036,39,22867,80,22126,777,21908
555,71251,523,48946,157,46809,55,35797,81,34441
236,95483,81,67468,202,53027,22,50573,80,45854
157,111861,103,110735,4,80043,61,69024,38,55995
16,515854,53,322609,89,62258,32,58415,54,38867
104,131261,79,104051,432,81303,131,72383,84,72006
43,268995,117,259289,111,221080,89,190787,12,182752
114,191333,875,73624,64,45476,82,39871,85,34289
412,110964,25,100590,202,80619,81,79689,57,73495
412,360011,12,169156,11,97750,107,97373,121,83962
34,583303,80,292372,35,170318,50,123149,11,92575
412,115378,81,83635,22,63131,110,60247,145,48849
38,280914,42,141702,222,131190,81,122328,25,118900
81,220679,7,216583,64,197255,238,117441,8,89083
238,71869,5,56476,157,50846,120,32155,350,25806
24,268761,114,106564,67,46502,164,41615,33,32443
236,239822,81,153901,222,126353,145,113040,92,100901
81,229955,64,136831,92,80280,238,78089,202,75259
20,149141,81,108379,202,104555,51,100511,84,83071
64,54308,104,42244,76,36455,517,26099,234,24170
5,198837,81,144477,67,97563,53,59268,4,47467
53,438322,875,356331,111,343639,54,272194,89,213964
9,707715,54,64561,82,42202,122,23375,102,22005
81,51440,67,41696,145,38597,202,30194,51,22319
64,291670,81,70040,39,56737,157,51584,60,32401
81,415505,412,334536,64,193181,157,149227,67,115997
64,130864,81,90508,67,82875,114,81491,236,77098
57,57144,12,51712,412,51092,89,49981,201,33507
238,117501,157,100392,67,97595,145,69798,360,68928
236,181043,81,135843,145,130043,67,114629,202,95932
64,225568,412,161363,81,116492,157,112134,67,107862
238,48247,84,43350,157,43096,81,32459,8,26874
154,32939,11,31560,101,28328,131,25899,107,21494
238,157061,28,121392,105,71187,90,60895,99,48463
53,127665,78,91153,92,46450,157,31634,412,31455
51,1047606,67,671867,96,324178,222,288829,81,267327
81,199210,145,106140,67,103941,236,96831,222,88733
238,220204,103,200563,39,189517,157,186233,92,138951
887,179059,141,177631,54,93680,236,74490,133,72570
122,170270,24,64617,62,58730,875,58498,777,28605
85,72336,81,66962,13,66805,86,43399,104,42123
145,97521,81,82217,157,50002,517,48219,51,47464
202,155354,81,117387,67,101598,64,95060,412,92391
497,228554,78,189848,53,146209,555,143151,412,127885
81,139190,3,111582,236,91683,106,88973,4,87234
157,726192,777,252119,114,98362,39,73676,245,73147
81,40837,222,39031,360,32547,245,32240,21,25088
203,51819,64,45546,7,35778,76,32722,104,27615
67,59664,145,37280,222,33712,202,30574,360,28370
51,436385,81,168202,236,105426,222,90507,103,70084
254,60352,81,58415,28,55548,39,49855,55,43163
875,135678,157,110601,122,108490,555,80811,141,57183
92,382118,157,267055,11,222464,64,220153,238,151561
412,489783,126,478682,43,169143,12,132775,143,86697
84,646979,112,94449,24,83934,17,83842,81,79186
81,127386,412,71314,236,63373,202,58706,51,51064
104,121006,64,119792,76,57443,81,39390,60,38375
6,201709,14,90529,420,40829,50,30804,111,23395
157,80827,55,71703,517,66532,266,66012,777,64686
157,159652,238,68615,517,53748,39,43542,777,39407
64,190829,54,160444,412,140598,53,92478,81,89430
4,38638,84,31157,81,30747,777,26882,64,24063
64,78874,104,72752,81,50657,2,30883,421,29980
64,255892,421,224385,32,183331,59,180903,33,161173
92,82672,67,75713,157,48062,81,45688,76,41060
81,59824,107,38713,202,35819,222,32957,238,21851
122,967637,92,191597,64,115815,53,72431,39,62450
99,520930,53,216140,103,144474,81,128112,236,124376
89,164781,53,125375,64,108760,157,98138,25,67487
875,106697,43,86602,89,70398,14,70034,12,66130
104,190563,91,173166,103,159357,28,145208,202,121608
5,1007626,32,373800,110,365735,22,286261,81,188184
104,141259,60,140615,876,111142,76,111083,120,104220
875,128529,63,82904,164,42012,517,31609,516,30864
412,207575,67,194654,81,135758,29,114399,92,112483
81,99425,202,96922,22,94280,236,90571,145,89063
163,126198,421,106556,876,45210,120,43070,50,38794
412,219237,53,98702,64,76909,25,69765,117,68785
