Champion1,Mastery1,Champion2,Mastery2,Champion3,Mastery3,Champion4,Mastery4,Champion5,Mastery5
145,563056,202,143187,147,139465,10,123818,245,101875
79,283238,35,131901,5,127891,119,98790,41,86393
104,44807,120,29946,234,24619,5,23862,59,22019
8,144083,38,88287,3,75292,238,62046,69,31839
1,138262,30,78605,222,67938,18,67255,22,38406
107,208519,29,167092,157,122194,555,119550,11,115980
98,95106,29,85798,141,66493,64,43703,81,41233
412,423029,526,315053,53,223092,875,198847,111,178468
13,641100,8,246625,245,239602,157,170797,517,128432
81,63112,202,52366,51,34187,21,26787,236,26252
90,288498,517,265133,55,232087,4,220101,245,191985
20,810061,2,169159,114,167536,141,155078,86,61042
35,526116,432,235081,122,205191,64,182755,8,156176
412,300185,89,209581,3,136566,81,99841,21,92876
31,199502,157,132061,777,99725,68,85420,23,72442
104,123987,203,113096,107,66593,76,61605,121,58257
238,189789,28,83211,64,46649,105,46398,104,44620
245,135543,64,132014,131,73243,8,57148,517,48625
141,801626,238,200595,157,183188,234,179457,39,162840
106,55352,122,53038,875,42617,164,27439,92,24608
37,170757,51,135209,145,90478,117,79588,59,78278
69,284874,61,209945,21,156795,127,149408,117,130296
99,419943,55,156480,39,111051,147,82387,518,55927
81,45237,145,26289,67,24099,122,21587,51,21516
412,697149,53,481786,222,165873,555,86926,89,68522
42,159038,34,108638,134,76136,69,73087,61,66583
92,387559,7,182014,103,171287,64,155867,268,133915
246,539689,145,228659,81,153304,67,149409,245,109219
35,741488,9,515821,45,278037,1,221010,7,163893
30,292044,254,134093,141,71075,517,65580,98,43621
14,141347,122,117896,8,117582,54,112698,58,102615
84,57803,142,44963,145,41400,236,40506,21,31484
40,143058,37,93546,99,93460,147,87431,235,83515
64,959042,35,347488,16,275390,92,240586,432,239334
157,484463,246,131810,55,65604,45,47947,777,43089
19,337980,99,116025,141,46079,120,42699,163,41922
104,556141,76,464520,203,129663,113,111211,121,100573
350,539818,117,420093,99,260383,16,164578,43,108831
555,155846,163,60621,497,53983,10,33885,350,27044
517,131604,7,100401,51,60364,121,56781,245,56084
157,89691,81,86816,236,71673,13,51758,51,40397
122,124405,875,117894,39,117819,114,114645,266,93426
222,124609,517,91788,117,68085,267,67297,121,32178
55,976610,157,229046,23,225541,105,177727,517,128165
81,105767,18,75211,119,66220,60,31523,67,28307
81,802336,236,415865,67,369118,145,340493,222,332308
9,80774,235,73729,876,63168,157,47893,888,43385
9,337492,35,313838,350,207144,43,203115,56,180268
141,198989,245,186315,202,147276,81,142366,106,139000
134,215710,61,210836,112,184705,517,145987,777,136595
145,97692,67,68450,81,46720,777,44603,222,33536
23,432529,78,333869,39,284068,223,225834,59,202738
106,814552,24,88485,122,84932,236,78201,62,66983
104,216377,245,179108,64,163093,76,120811,203,89374
101,302730,9,211320,412,201809,56,184654,267,138371
238,164557,84,28667,39,28439,119,27712,107,26387
157,274256,238,129343,236,81433,202,64299,777,62202
121,167777,421,156454,120,126316,238,118005,157,113591
412,46813,526,34557,238,23141,89,22518,26,22501
555,60673,235,59117,104,50579,89,46764,12,44783
222,138702,157,65546,107,50521,51,46695,202,42825
51,1189950,67,726055,21,215128,81,159085,29,131570
51,295632,119,266564,69,104833,22,74575,134,70408
17,592146,202,379475,555,350506,84,258561,360,107315
41,351358,266,192387,122,125010,202,114412,236,86210
64,222538,266,214415,245,207675,59,204226,157,197607
