Champion1,Mastery1,Champion2,Mastery2,Champion3,Mastery3,Champion4,Mastery4,Champion5,Mastery5
84,62207,48,48341,114,45957,5,37178,432,34440
84,87009,7,64817,517,55452,8,40237,266,33207
517,33918,81,29935,56,23921,238,23369,39,21007
64,84613,81,29731,60,24786,76,23360,141,22265
234,62569,64,48861,48,30033,517,27097,60,22961
104,122315,238,93941,245,84258,91,74840,64,73324
81,522207,202,389131,101,344616,25,339991,110,235441
86,150487,254,92888,22,77021,126,69060,50,65737
16,1232129,117,781394,350,232595,267,63215,99,39010
134,419082,24,324059,518,240875,59,209840,54,112960
875,164049,60,67965,516,53690,58,41602,122,41024
245,71776,157,68723,39,51801,69,45084,777,33248
103,119865,117,63284,51,57208,43,55344,267,34091
421,353121,64,125423,203,108256,121,63963,67,51177
44,65924,89,56176,3,37954,48,34539,25,33638
777,81104,236,56179,360,52128,157,47570,81,42261
157,3107886,91,153371,92,108569,39,92727,114,91532
61,410494,64,58014,81,43387,518,41480,101,36743
91,195928,238,174996,777,136029,55,133986,157,86213
64,127235,157,126656,81,116828,238,113989,517,110263
81,127040,145,87865,236,57308,64,52214,238,50286
64,176658,777,89208,157,73599,39,35728,236,29269
126,389374,107,136985,79,115308,157,109246,64,74427
39,142405,64,114535,105,99224,54,80091,53,65788
81,397965,67,263841,64,218618,39,193930,236,123966
99,229630,21,119738,51,116433,25,74291,147,68390
7,39688,4,37247,142,33988,134,33808,517,23007
64,516947,157,140850,81,134087,412,129090,238,88098
122,550847,8,347394,11,314058,157,246891,38,243043
76,81793,236,58421,105,35118,157,28029,81,26780
126,109526,4,30092,236,30000,164,29129,39,28362
64,117877,412,87872,67,72576,81,54940,236,48697
64,240565,81,173621,67,136524,119,112605,429,74507
81,107731,67,101489,202,96671,145,77789,236,61928
39,143270,58,104857,517,72155,266,69415,516,59655
222,1516544,67,1298612,18,1245243,22,642127,51,412471
81,134550,202,40586,412,36659,145,35823,777,32295
145,54905,236,52827,81,31884,360,31070,18,27219
64,134002,238,80766,876,78431,497,73604,412,69410
55,80144,78,55436,29,53804,22,51349,145,33127
78,147552,64,48372,517,47045,157,28547,76,22570
41,1178233,4,573789,64,380955,266,184075,59,171042
81,139772,107,106793,412,89283,91,79352,202,76531
69,438093,39,273016,81,131207,145,98822,777,75428
157,147099,145,136882,81,119786,236,111606,238,105566
236,108343,81,89586,145,73273,22,72761,4,71810
67,65315,145,59993,236,57642,51,52395,429,32230
266,86255,157,81428,64,46659,104,40668,777,33761
157,285054,39,171280,777,84783,517,49008,516,41308
84,61161,145,40040,7,35199,142,31679,238,27798
141,82073,64,78534,104,73880,76,56513,245,28633
163,49269,76,45867,7,41441,91,30920,517,24389
120,91914,36,47212,76,36321,64,31255,876,30268
67,206447,81,194332,51,186289,412,94909,64,92385
81,222811,236,142669,114,96607,22,78192,51,77049
4,81563,517,81551,104,77363,126,67597,91,66444
412,137579,64,100852,238,86235,76,62001,61,58827
412,173123,89,124757,53,72814,12,47681,54,34557
267,277385,103,56624,134,53766,43,50557,76,42225
517,40120,64,35140,127,27849,777,23428,103,22809
81,210442,523,140748,236,88643,202,69223,360,46962
145,267386,360,174441,39,166011,81,140930,523,91854
64,201166,157,161534,238,116865,121,85075,92,82200
4,155930,61,87608,23,68103,13,60507,60,39123
145,181816,81,156318,22,141506,360,101787,222,92036
350,250040,117,134460,7,51433,235,45753,55,44058
33,96826,98,87356,30,60786,25,58483,40,53174
81,347373,64,245545,78,239511,25,232597,238,196585
238,311421,64,81115,517,74481,126,71666,39,66860
64,54925,236,53794,412,50897,517,44989,104,44337
112,51817,4,35404,711,28903,103,24024,117,23356
412,70359,89,56654,43,49722,53,46731,12,46326
39,59116,517,33710,30,28446,245,25137,157,22987
157,151161,84,55898,777,51815,39,33159,517,31662
117,547623,16,467874,103,330438,40,329660,350,315644
131,413863,84,378398,245,81370,81,66576,8,45186
64,39750,236,36932,131,29753,89,27461,104,25870
81,148483,133,120940,157,114693,39,108265,236,79144
64,202802,121,141479,238,138573,76,131534,245,114749
157,186596,25,172510,432,140171,64,139735,111,118458
20,155785,80,117361,23,85214,234,82713,68,65964
122,108757,82,85568,19,83150,86,78815,555,75926
84,142063,40,98213,68,78338,13,72259,34,71859
19,261742,122,247293,82,152361,120,151104,36,138385
107,727077,122,481525,86,177665,157,91146,80,68625
875,86409,81,72267,202,48694,22,45238,145,44896
157,119923,131,99895,64,98081,245,92842,103,90831
245,1077241,53,101770,103,51590,1,51519,142,43645
81,137516,202,106470,222,93833,67,92814,145,89172
56,161831,99,151347,53,69258,20,28007,23,24525
141,269719,60,190025,36,177555,48,148802,16,99558
81,311594,523,182476,145,124537,64,123233,202,98301
875,210245,122,135248,64,73263,157,72229,238,63016
126,114781,266,61757,164,46796,104,29242,39,28766
777,166000,39,119822,517,76487,112,43698,238,37314
27,230582,64,139112,142,123400,3,108955,245,99787
84,129400,517,113792,7,98876,236,91590,105,90222
39,171264,154,82313,50,70084,77,59357,876,44044
81,207699,67,193780,236,179077,145,138806,51,112924
64,270668,412,179854,53,117220,25,114857,26,106634
203,175963,245,47900,131,42133,141,38264,517,26542
81,285884,516,250627,412,229859,145,165019,429,154698
67,372071,81,178413,64,155176,523,152971,236,127976
350,56387,86,46456,43,43377,50,38394,84,32974
266,119281,81,98439,145,64873,876,62785,39,60451
81,411309,157,168456,202,151431,78,151253,42,149017
81,275762,412,226082,202,193278,145,175621,53,138070
83,338325,10,97102,85,55337,90,51345,133,41893
101,203052,555,109056,56,77375,127,50887,1,34256
157,158010,11,111542,35,78253,76,73785,238,54987
64,78615,84,67691,104,52408,236,46238,145,45266
45,762880,112,446239,10,289770,42,204651,90,156445
57,185015,78,137142,16,86798,105,69059,67,66170
58,180254,432,167309,133,138365,126,115960,875,112053
41,926820,122,266403,14,195129,201,108572,98,106552
5,116122,64,110687,105,102386,234,97866,517,78285
131,112581,39,111193,84,94563,875,74470,122,46916
131,136296,84,70291,58,26303,91,25015,7,23484
412,127622,64,56892,43,31708,254,27058,53,25665
22,51767,117,38886,25,29444,81,21855,21,21313
412,205128,67,188445,64,110855,11,73338,76,59508
516,327702,412,281385,38,107979,201,104956,122,77222
64,143338,157,107014,8,91130,126,74295,238,73836
7,165515,222,137632,39,122687,29,117196,81,81817
122,93865,67,62485,58,60344,92,56119,157,46945
238,799152,64,596520,55,160130,81,141311,157,136640
112,139579,41,123026,4,116846,236,83182,38,82984
157,345291,238,124374,121,123308,24,111507,11,96664
64,99337,81,99272,91,79424,236,75432,39,69975
55,320201,238,139775,157,90913,39,78569,8,55768
30,276767,104,113175,64,56450,76,42597,60,39584
412,147360,64,139952,7,126885,39,107094,777,100804
126,108266,39,77948,150,66980,104,63158,84,60525
81,94614,67,49405,145,49086,147,49050,63,47979
24,104216,141,96997,103,91038,107,87408,412,82708
24,335433,82,187044,85,40244,89,28203,4,24283
104,114599,266,33148,5,31556,106,24239,60,21189
67,59401,60,55591,120,54262,64,42891,517,40982
523,103427,145,92217,222,77442,202,73935,81,55339
203,162103,104,58300,39,52293,76,40418,64,36529
81,152988,412,149083,51,125194,236,99944,202,99301
41,168392,516,91920,64,67092,79,63019,126,60994
55,132188,360,106702,145,87990,117,71167,21,70155
150,74596,81,65428,245,51848,235,45528,53,44909
245,75135,81,59945,64,49958,104,47392,236,38140
84,343404,875,97498,89,94478,517,93029,80,52448
516,195559,67,138590,157,126445,92,90535,104,76999
55,288550,517,230481,39,102901,238,62355,76,61003
91,306448,3,150876,236,76021,777,48052,81,45875
11,176859,145,126393,21,122494,67,114185,236,112773
60,155389,141,148010,421,85164,64,82343,234,79658
350,1231468,117,330244,21,160739,103,159784,28,135381
412,219541,12,142359,117,89667,111,89206,201,82647
53,500349,89,218313,412,197103,16,186507,8,127260
238,493917,64,308635,4,296262,157,255870,76,183870
67,188494,517,105992,81,97707,222,80377,236,74521
39,115639,412,48397,64,47848,84,36931,222,26026
24,117580,107,79997,164,51923,59,43867,121,36503
67,30638,222,30130,39,26032,51,24828,523,24231
236,216783,18,175199,86,81158,4,75652,24,32992
79,219654,64,205594,107,202897,92,180254,76,177088
20,201212,235,107516,5,102708,54,88371,19,78010
164,156168,106,71088,516,69601,887,60991,875,57926
103,1047855,134,696724,112,409564,254,290561,113,188321
24,229241,39,140046,164,55615,126,53942,62,52924
421,235625,30,95688,234,50342,48,43161,203,31044
12,125529,101,123120,117,64567,89,63231,80,63103
201,280416,81,170765,238,154063,412,133277,55,129607
875,36205,39,35033,64,30666,157,25739,517,25387
85,784641,1,112303,17,76304,42,44845,131,34546
145,249613,22,220564,81,146676,202,114834,236,108542
254,69831,7,63710,126,45992,164,26897,38,24894
238,260100,875,198816,555,146728,157,135882,141,121452
122,42018,266,39833,85,35879,58,34985,62,34906
64,438251,106,381082,56,336583,79,220644,104,171427
876,78508,59,67212,234,63188,360,59746,81,32312
875,433971,240,416591,223,189774,82,176722,78,143561
91,413070,112,205974,236,179816,145,151073,202,147694
157,169443,64,153228,164,143914,875,109108,238,106405
39,115822,48,109692,114,99620,11,69844,14,66368
201,255001,14,210267,82,88156,157,57079,236,55378
7,55699,134,45908,142,39269,246,36533,84,32463
145,275306,56,201579,67,166277,22,126425,4,119821
81,89896,236,87849,67,76246,64,74000,114,73023
81,869888,99,343641,101,255780,103,250647,67,145555
114,102016,104,68168,30,45494,64,44943,876,37366
53,97675,50,78811,412,47487,99,43530,235,37112
126,116984,64,115058,122,104656,157,98746,14,91787
92,441121,107,414411,81,176541,25,135446,64,116710
4,332978,38,142484,157,62143,92,56570,81,47071
235,542434,99,238703,81,206116,555,194767,254,184198
104,127425,5,39440,54,37763,64,35848,59,34187
39,170280,64,58046,84,58020,238,45709,7,40816
38,586039,81,253427,80,151045,89,142709,113,119659
64,113882,104,77471,245,74452,777,59554,517,41096
84,339627,51,312097,15,160962,202,142020,236,103742
523,55762,51,50192,145,47432,81,47133,202,42034
81,237653,429,167753,145,148196,498,124822,64,99980
103,152185,112,150309,60,148531,39,120640,134,109378
126,76758,711,43264,106,39632,112,32720,68,30546
