Champion1,Mastery1,Champion2,Mastery2,Champion3,Mastery3,Champion4,Mastery4,Champion5,Mastery5
133,179010,11,136133,81,96929,62,87354,145,74714
157,221287,84,89451,11,76117,516,58546,33,49274
157,97417,254,79045,64,75285,89,61111,235,52143
35,150430,235,99039,101,79418,517,57628,57,42296
1,721645,21,432014,81,307715,117,244190,222,223148
81,219161,21,218537,67,200358,51,181344,64,157439
84,150705,80,110999,517,92826,236,84022,7,71835
5,470482,24,211431,59,190735,120,189763,18,123164
157,61137,238,56750,245,46230,517,36391,39,35885
203,86770,76,85360,104,65056,114,61671,78,57995
112,80064,150,63956,81,53837,202,29350,145,27052
81,73543,91,61574,32,60243,240,56774,98,48603
50,54550,53,50692,25,41732,412,33632,63,31918
240,284658,120,109075,114,104764,8,84816,85,76640
53,156374,412,56040,238,50351,150,43704,36,40832
777,125521,875,104917,157,97984,141,91404,11,79421
64,512413,92,335092,105,138267,157,120031,60,110818
101,108202,141,57487,555,56569,8,38909,20,35603
555,176167,141,49659,412,47618,238,29905,526,28611
222,120141,67,109011,81,95019,64,76411,5,70868
26,70261,81,65449,67,51762,238,37008,236,31194
517,75616,55,47031,84,36874,222,30489,236,22498
11,134821,28,70286,350,61222,40,56100,53,54936
103,379633,56,153189,154,141169,121,138410,412,131443
99,756395,350,170450,89,98743,21,96149,16,95796
234,87218,876,68599,104,64787,64,56464,23,31066
67,292651,236,173026,89,129589,92,98979,7,97233
777,84561,64,83938,54,75628,58,57105,80,47471
81,71823,22,65499,235,38795,39,30659,429,25372
39,255559,76,163263,238,159345,81,100860,107,99921
21,64991,4,60547,104,49549,81,30029,51,28309
81,176636,67,157542,64,100836,53,98057,157,79272
517,98237,64,73833,238,46092,69,38794,154,37533
75,83105,67,53108,81,50072,17,38484,34,37078
517,71254,141,62053,516,61332,32,29572,39,26117
81,67330,523,55381,429,52416,145,31325,39,22223
67,1069531,110,202862,64,53134,38,49752,4,42231
245,133643,84,70887,236,38516,39,38041,55,31494
157,294561,141,110528,555,95808,875,82110,238,54174
350,59829,12,49748,117,46058,81,45103,84,44364
92,59717,234,55796,39,52567,13,47948,245,45927
13,1797319,246,325627,134,284368,268,280829,7,246144
266,127057,141,98019,84,85038,777,37310,234,37079
875,311935,35,76823,516,64503,141,64179,56,52181
103,567295,51,196729,25,174720,145,29711,99,25624
51,184970,11,116744,22,38925,157,34529,33,28613
64,215436,7,172994,238,140192,67,124838,412,103886
61,783612,42,179992,110,69096,32,65167,54,60556
53,74668,517,57687,81,56987,164,50909,82,50638
517,125115,777,96057,84,63420,64,58902,266,56027
412,168792,81,112372,236,87659,145,70868,67,64014
126,77346,53,72872,517,63471,58,51144,64,43832
245,173829,157,154013,555,65711,81,58037,238,53031
64,141450,76,89180,104,72044,157,51104,876,34743
40,186159,412,111331,81,100454,117,54954,12,53604
555,159269,157,91903,236,67224,11,62178,202,56797
12,114794,42,75711,111,64825,81,63200,53,53857
236,174411,96,78827,22,76525,360,66655,99,60729
28,142498,74,59920,64,58050,164,57976,57,32650
67,98945,107,82982,122,67532,92,59600,412,50213
64,154346,145,88443,104,73043,81,57291,876,49022
53,67739,122,61120,114,55526,84,33984,86,32274
157,352741,238,222182,64,42953,777,30680,875,22578
25,53442,267,50730,53,39830,117,39314,99,32892
350,260723,28,190417,117,114899,103,80632,16,56113
26,146232,21,122581,80,69193,7,61501,234,57003
35,442998,53,135034,54,42560,223,35779,20,35708
122,295090,82,71259,875,50274,517,28269,266,23649
81,86807,34,70649,202,62529,53,56672,99,42667
39,108848,238,35410,266,33901,84,25689,517,21115
99,406574,147,111197,117,107211,350,100036,89,53791
39,125768,126,104669,164,84551,67,40891,157,23292
157,54758,245,34014,84,23899,555,22875,360,22313
150,112694,10,80947,8,75324,234,69662,236,60773
236,131999,81,118221,122,115594,222,107434,67,74379
81,65673,61,51532,517,46043,235,32047,202,30878
24,202056,245,91704,555,71061,157,64377,67,61498
517,45574,145,38910,43,30459,245,27417,81,27175
157,137677,238,134230,64,87658,517,68971,777,62388
68,101772,36,91585,517,57775,145,26676,67,24366
412,130200,64,64441,203,56239,517,42541,45,33901
122,70824,516,52112,64,43918,875,42977,53,41835
157,190967,98,167934,41,140792,432,118048,266,109512
53,142286,54,42430,21,40813,111,39308,81,38119
412,318399,51,126644,12,123114,201,114767,60,108755
119,810271,39,124207,67,113722,222,109609,202,93109
203,122598,104,111306,876,67952,412,29054,79,26609
777,254776,104,151658,81,138672,8,132888,28,125461
412,32707,67,26545,43,25571,81,22562,202,21963
412,88041,98,61679,81,47380,516,45406,157,43640
157,156091,54,88286,555,85071,11,73848,875,72841
25,288290,103,259752,81,258007,412,103210,157,97649
157,147344,84,88868,39,84815,777,53703,81,47447
875,98507,8,83920,24,68513,131,55557,39,48185
246,103335,157,70043,141,48197,777,45725,55,44518
64,78752,81,66797,84,56100,236,49369,145,48280
