,lane,top1,top_dist1,top2,top_dist2,top3,top_dist3,jg1,jg_dist1,jg2,jg_dist2,jg3,jg_dist3,mid1,mid_dist1,mid2,mid_dist2,mid3,mid_dist3,bot1,bot_dist1,bot2,bot_dist2,bot3,bot_dist3,sup1,sup_dist1,sup2,sup_dist2,sup3,sup_dist3
Talon,jg,Akali,0.011738736442417443,Irelia,0.016824160943410126,Jax,0.02591271633118529,LeeSin,0.02032566927345518,Ekko,0.021206548727632057,Kayn,0.022735863347861724,Yasuo,0.00938202519062508,Zed,0.011627014295708596,Sylas,0.022928044599364022,Ezreal,0.00896918429450764,Vayne,0.0142770137134433,Lucian,0.015457399308956834,Pantheon,0.01493543893647846,Blitzcrank,0.015160919091271525,Pyke,0.017438751511000678
Taric,sup,Malphite,0.1023013728744438,Jax,0.10434332117307184,Tryndamere,0.1546279209263378,MasterYi,0.0899833710547278,LeeSin,0.10591277585613919,Warwick,0.19092746117992238,Annie,0.12102163165103674,Sylas,0.1365838134360051,Zed,0.1372759023051224,Ezreal,0.07870239631296437,MissFortune,0.10431593319705608,Vayne,0.10621967657147904,Thresh,0.08904436561295082,Blitzcrank,0.1252465861696927,Leona,0.1671252248417377
Teemo,top,Garen,0.024724604617266697,Malphite,0.029276052245579547,Nasus,0.03374074751385699,MasterYi,0.013613727541174353,Shaco,0.018814131992210607,Warwick,0.019808986492234604,Veigar,0.01035891331944287,Yasuo,0.01253298399579606,Fizz,0.024017235157861493,Ezreal,0.012508520988377009,Ashe,0.014652467917188303,Jhin,0.01504399199715554,Lux,0.014205054550190149,Thresh,0.01967147751465662,Blitzcrank,0.021072534178772168
Thresh,sup,Malphite,0.0066049869840019305,Gragas,0.006873197061586629,Shen,0.007135426609735531,LeeSin,0.0020632772636640824,Graves,0.006446463263484998,Ekko,0.00873320258993923,Yasuo,0.0030992234108916904,Zed,0.003563721559018753,Galio,0.00651357144342218,Ezreal,0.00195069237412241,Vayne,0.0036173006988405552,Lucian,0.004017613281132612,Blitzcrank,0.0033274106290264744,Alistar,0.00579810853606518,Pyke,0.007815478238411276
Tristana,bot,Jax,0.026826247129121,Teemo,0.03542853065136882,Irelia,0.042954974137127525,MasterYi,0.027606027744153886,LeeSin,0.03240596812184126,Khazix,0.039403354960695344,Yasuo,0.022595658822169358,Veigar,0.031245193298681875,Ahri,0.04308925367758466,Kaisa,0.030256805627423937,Ezreal,0.035948723309588336,Xayah,0.04169054339537913,Senna,0.0245224021655037,Lux,0.026112496472192406,Pyke,0.037878126942584
Trundle,jg,Jax,0.1530072254121527,Volibear,0.23051661617187186,Sett,0.23251441817180335,MasterYi,0.21511106417649317,LeeSin,0.2235777446665591,Graves,0.29736041640827615,Yasuo,0.15582243018878858,Galio,0.22942663709312872,Sylas,0.23278016954451053,Ezreal,0.10461787194125381,Lucian,0.1625693914536094,Ashe,0.18321273752472933,Maokai,0.18801196775178344,Blitzcrank,0.18803331831823217,Alistar,0.22392255793111254
Tryndamere,top,Garen,0.03414340970930968,Jax,0.04094774431423011,Darius,0.05449196199847023,MasterYi,0.021946467897007663,Kayn,0.03065166681921128,Warwick,0.042654884380224495,Yasuo,0.017868234498877852,Veigar,0.025485058260905774,Zed,0.03348774448612502,Jhin,0.026274053609842894,Ashe,0.028234459400880083,Ezreal,0.03140063265612708,Lux,0.027823767331681504,Blitzcrank,0.028004869173908282,Pyke,0.033019407161761286
TwistedFate,mid,Akali,0.024862622477437053,Irelia,0.03444005977200747,Jayce,0.0391831145004159,LeeSin,0.01510266761181064,Graves,0.03209716267223588,Ekko,0.033717066875403476,Orianna,0.03658660939136569,Yasuo,0.04729237163913457,Kassadin,0.05035592857937307,Ezreal,0.013090445531547267,Lucian,0.020869053043966666,Vayne,0.030228050928935477,Thresh,0.02561358383000857,Blitzcrank,0.029852237360922674,Xerath,0.038009102502233716
Twitch,bot,Riven,0.022794457635943077,Jax,0.024685133446832996,Teemo,0.025937411725995632,MasterYi,0.014606121476338723,LeeSin,0.018760648426012765,Khazix,0.020418254786513993,Yasuo,0.010680327299146471,Veigar,0.017824674102277456,Zed,0.01892016426692012,Vayne,0.015921247707867105,Kaisa,0.020242012519702163,Jhin,0.023905277959068053,Thresh,0.01705994821910538,Brand,0.017885749019967055,Senna,0.024235286466916774
Udyr,jg,Nasus,0.06450535023784322,Volibear,0.06808053152229522,Jax,0.07608789611731748,MasterYi,0.08748719441915795,LeeSin,0.08952583585826031,Kayn,0.0943974994964138,Yasuo,0.0357924845860813,Zed,0.07305778586734572,Sylas,0.07895414143510408,Ezreal,0.04460209202250535,Jhin,0.05882753969261179,Lucian,0.06760488934350942,Thresh,0.05939898154577582,Lux,0.0721646727352571,Pantheon,0.07895229930241572
Urgot,top,Garen,0.020060288814861264,Chogath,0.04543278905834573,Mordekaiser,0.05280756181125993,MasterYi,0.02567967981446603,Warwick,0.03151989348381338,Kayn,0.035216063969992766,Veigar,0.017599513705466543,Yasuo,0.02844556557217255,Galio,0.03253782178712332,Jhin,0.019869301315745446,MissFortune,0.022754366952290935,Ashe,0.02337707440065665,Blitzcrank,0.024002189795994267,Lux,0.027461732798019414,Swain,0.029934357219195264
Varus,bot,Teemo,0.1488295514274682,Renekton,0.22834052491982937,Sett,0.22981392283770508,Kayn,0.11616761217515396,MasterYi,0.13129052088408769,Diana,0.1518243404080624,Veigar,0.10519711457833142,Yasuo,0.11689074356358013,Fizz,0.18662827803356996,Ezreal,0.10202197625306184,Lucian,0.12251790896575142,Caitlyn,0.17769923810395583,Senna,0.1008400176759771,Lux,0.14433102580247711,Pyke,0.1575083937108614
Vayne,bot,Riven,0.005055433112536868,Irelia,0.005591430472825176,Akali,0.008001971083182062,LeeSin,0.002760718658183454,MasterYi,0.005034426487777696,Graves,0.007063964097024572,Yasuo,0.0024346491884457543,Zed,0.003858376642278826,Katarina,0.009151595496782381,Ezreal,0.003599760302186309,Kaisa,0.005025385183024125,Lucian,0.005303960166112055,Thresh,0.0033277972589230956,Blitzcrank,0.0048210221845730004,Lux,0.005959794243517639
Veigar,mid,Teemo,0.023271170251270602,Malphite,0.027868254883981692,Garen,0.02966463038454147,MasterYi,0.01754180394560916,Warwick,0.034613602362852734,Kayn,0.03726281005528637,Yasuo,0.023751922616507718,Ahri,0.03412841427551406,Annie,0.052904315432933724,Ezreal,0.01513401747589337,Jhin,0.02224976907501145,Caitlyn,0.02353289392739602,Lux,0.017596038139268563,Morgana,0.02706575877073339,Blitzcrank,0.02731744166407191
Velkoz,sup,Teemo,0.021094446190829317,Garen,0.02194991283678456,Akali,0.026327229092307645,LeeSin,0.02078730438460991,Kayn,0.025659924180154565,Fiddlesticks,0.031723067308518135,Veigar,0.01411700002584832,Cassiopeia,0.02009168456762335,Yasuo,0.020622237817725042,Ezreal,0.011286775398800585,Caitlyn,0.01819649658115186,Jhin,0.018601354525638065,Lux,0.013747438318853118,Xerath,0.03503970742381952,Blitzcrank,0.035319615197697454
Vex,mid,Kayle,0.3153902826336055,Teemo,0.4609551220433553,Akali,0.4740886092721136,Lillia,0.4611475066135681,LeeSin,0.46848905287364845,Graves,0.47202039110724847,Syndra,0.4582529589456532,Yone,0.47250876738476255,Anivia,0.6331581142790903,Ezreal,0.24064415499551955,Lucian,0.3139535006859296,Twitch,0.460761117492514,Yuumi,0.446968399460726,Lux,0.45496569597388065,Leona,0.47591826070369386
Vi,jg,Jax,0.07122718329844721,Volibear,0.0765789519447346,Garen,0.09181147268478115,Kayn,0.089297212487331,MasterYi,0.09045809225558273,Diana,0.09943360089998554,Yasuo,0.06253530836105153,Veigar,0.06898164929715614,Ahri,0.06916575246264883,Ezreal,0.04727089161338654,MissFortune,0.0526082466756893,Jhin,0.057659991427382616,Lux,0.04301635057356137,Amumu,0.056527606091143476,Xerath,0.0781899900494604
Viego,jg,Sett,0.043338199037648385,Volibear,0.05794826728452845,Darius,0.06163840625216332,Kayn,0.04478722896823788,LeeSin,0.07231065032048864,Ekko,0.07309063284560482,Sylas,0.02931911925323618,Yasuo,0.03380856148059313,Yone,0.03391519236379729,Ezreal,0.02479476514407114,Jhin,0.03243810451617347,Lucian,0.05567479954901246,Pyke,0.03743766094894356,Pantheon,0.04132031070780142,Morgana,0.053024751495319516
Viktor,mid,Akali,0.050971743936902264,Irelia,0.06714246394679572,Jayce,0.07141754804991449,Graves,0.03367896003734523,LeeSin,0.03740191659520682,Ekko,0.04424017897641845,TwistedFate,0.09025509048790038,Sylas,0.09689130734922774,Veigar,0.1113396227930757,Ezreal,0.025011489078034174,Lucian,0.03632330505943484,Caitlyn,0.050759055465480714,Thresh,0.04891789207219026,Lux,0.05760449263797613,Senna,0.06308613196465587
Vladimir,mid,Irelia,0.016108726924383025,Akali,0.019197333070061006,Jax,0.026059159760851835,LeeSin,0.012197118167271927,Ekko,0.017515326025758983,Kayn,0.018820791899462577,Yasuo,0.011726788443363617,Kassadin,0.023601277557931562,Zed,0.026165389035118846,Ezreal,0.00922195031499143,Vayne,0.012944115217194832,Jhin,0.01614733090655528,Thresh,0.016728175727444883,Pyke,0.019468918666877586,Lux,0.020344775963861004
Volibear,top,Garen,0.08486399188256293,Sett,0.08565790978053073,Darius,0.0971660414695335,MasterYi,0.05431199425755441,LeeSin,0.06114046273775297,Warwick,0.07714186915618763,Sylas,0.04251192101489105,Yasuo,0.04594753613990745,Zed,0.04936403690494554,Ezreal,0.0334698770837625,Jhin,0.05262789457248888,Lucian,0.060332675409371,Pantheon,0.03606604486594718,Lux,0.06344620530333679,Blitzcrank,0.06649582173749742
Warwick,jg,Garen,0.018360660486086894,Jax,0.01896929751477428,Volibear,0.025690010089189218,MasterYi,0.019891777865902262,Kayn,0.02054924724912255,Nunu,0.0494508963400662,Veigar,0.01401679217272136,Yasuo,0.015191396523281449,Galio,0.025857772547769366,MissFortune,0.014437374672046147,Ashe,0.015167412470469347,Jhin,0.018461333778217712,Lux,0.019063779399104846,Morgana,0.019662914257898265,Pyke,0.02065224383531034
Xayah,bot,Irelia,0.02694360341255382,Akali,0.031102452732062757,Jax,0.05190423052253793,Diana,0.0411148590023822,Kayn,0.04276913861533017,LeeSin,0.04301601478517842,Yasuo,0.02807555460035309,Ahri,0.02922034351855301,Neeko,0.042499323608045904,Kaisa,0.021206881450839404,Ezreal,0.03990165444629592,Jhin,0.04490806243112634,Lux,0.020593832889246072,Senna,0.02151587600684202,Rakan,0.035310076995822885
Xerath,sup,Malphite,0.03497904194566592,Teemo,0.048616426128507084,Akali,0.049180546122736944,MasterYi,0.03455069052652904,LeeSin,0.042105239985060224,Ekko,0.05026379588621202,Veigar,0.025971780133921075,Yasuo,0.028040257233268744,Zed,0.048187214571431804,Ezreal,0.017795491442454868,Ashe,0.02487364521007021,Jhin,0.031955799819688976,Lux,0.026985440931956504,Blitzcrank,0.03363582384186691,Thresh,0.03898460953141172
XinZhao,jg,Jax,0.04118731716160844,Garen,0.05146234004725252,Malphite,0.05755864518239119,MasterYi,0.05487955497020743,LeeSin,0.0675970889944151,Khazix,0.08819312280833883,Yasuo,0.039271423627809006,Veigar,0.04537072572598899,Zed,0.05360341339249984,Ezreal,0.032306051437822794,MissFortune,0.040616221537515006,Tristana,0.04927469039953957,Lux,0.040232551116682135,Pantheon,0.044609623868915,Blitzcrank,0.047014622270081276
Yasuo,mid,Akali,0.0014905805933454908,Irelia,0.0016759203122184325,Darius,0.002311340866070767,LeeSin,0.0009335339003006802,MasterYi,0.001306446639014606,Kayn,0.0013580827375028748,Zed,0.0009401905687325628,Yone,0.0020093332991972072,Katarina,0.002434103775222889,Ezreal,0.0010471932920502196,Vayne,0.0013023252683325667,Lucian,0.0015405450322856795,Pyke,0.0012661770824919567,Thresh,0.0014654684332690198,Lux,0.0015740043002555313
Yone,mid,Akali,0.015456210323133811,Irelia,0.01689556465521383,Sett,0.01868616409484953,Kayn,0.01700850129778054,LeeSin,0.018928876251916863,Viego,0.019165758773383588,Yasuo,0.010183085675894429,Sylas,0.01925655853867808,Zed,0.02628966031733258,Ezreal,0.012731740143201924,Lucian,0.020533773056732433,Kaisa,0.022949841579079304,Pantheon,0.014559614681788865,Pyke,0.014658145750682035,Lux,0.023482958758801777
Yorick,top,Garen,0.07287270640731658,Urgot,0.0873469635698168,Teemo,0.08842597310278752,Warwick,0.07149029787496443,Trundle,0.08438584423877027,MonkeyKing,0.0910641281089412,Veigar,0.059491597117618936,Yasuo,0.07627217627600928,Malzahar,0.0776567093094934,Jhin,0.0446855482571097,MissFortune,0.055772785661266124,Caitlyn,0.056346530615789654,Pantheon,0.07839000264919886,Swain,0.08475757784765568,Morgana,0.08593115928619219
Yuumi,sup,Teemo,0.01308299691000141,Malphite,0.0213586621385326,Akali,0.02179905188967132,Evelynn,0.021729095238105997,Lillia,0.023430025999869816,Nunu,0.028356441428189553,Ahri,0.012362730793564045,Neeko,0.016409626059993146,Veigar,0.022124289444813865,Ashe,0.0138717502051416,MissFortune,0.014070000235788443,Caitlyn,0.01880449307915689,Lulu,0.012354017259706402,Lux,0.01922327965524571,Soraka,0.02801469791228921
Zac,jg,Garen,0.0385909405067786,Malphite,0.04235029041178403,Teemo,0.04614550332652391,LeeSin,0.021378714297513986,Kayn,0.0629756349961458,Ekko,0.0631130395404764,Yasuo,0.013093325478104687,Zed,0.02934179420764036,Sylas,0.0405566158458607,Ezreal,0.01262766158651684,Jhin,0.027743019987623897,Lucian,0.031839375298589115,Thresh,0.01936559709777605,Blitzcrank,0.021582277029234022,Pyke,0.033923357104109556
Zed,mid,Akali,0.003440323188804358,Irelia,0.004617917177520108,Riven,0.0064652907380905395,LeeSin,0.002576894625746194,Ekko,0.004313731239907912,MasterYi,0.005305202813895238,Yasuo,0.002112560802234894,Katarina,0.007208393854386068,Sylas,0.009291146791261095,Ezreal,0.0027722435564150115,Lucian,0.003646703875597229,Jhin,0.003919789553242552,Thresh,0.00348026785024855,Pyke,0.00445524870651679,Lux,0.004483692020383216
Zeri,bot,Ornn,0.857636765311599,Chogath,0.8895096558603799,Sett,0.889515832646166,Nunu,0.46603092767600307,MasterYi,0.4683474140753029,Viego,0.9069003962408082,Sylas,0.46362645808010705,Zed,0.8531567885337206,Yasuo,0.8952880389631648,Ezreal,0.2915405877988921,Jinx,0.8728634778490549,Kaisa,0.8782872976447534,Pantheon,0.480725859354465,Thresh,0.9327131840404209,Blitzcrank,0.9395261787623574
Ziggs,bot,Teemo,0.13446493565331413,Garen,0.15785618870495352,Malphite,0.18634349780182127,Nunu,0.1157559688774835,Shaco,0.14930851440989376,Diana,0.15208596496867682,Ahri,0.130632393327021,Veigar,0.1326688600831376,Galio,0.13464219570261196,Ezreal,0.10295924851228393,MissFortune,0.11524578105975647,Ashe,0.1301475687287968,Lux,0.07481189532742837,Morgana,0.10338418521864229,Swain,0.11827823536517224
Zilean,sup,Teemo,0.05438090993066491,TahmKench,0.07143013527849329,Malphite,0.07949891422982129,LeeSin,0.052995861081634975,MasterYi,0.0777860429956615,Shaco,0.09457687943243845,Veigar,0.04506504850894276,Annie,0.07226698053049464,Yasuo,0.083244149308356,Ezreal,0.03855165022868403,Ashe,0.04100295397690491,Caitlyn,0.05844566125466986,Thresh,0.05532535143320994,Lux,0.08986399651492132,Pyke,0.11284810549298097
Zoe,mid,Akali,0.010143753373894377,Irelia,0.013155777018499161,Teemo,0.042546573195308524,LeeSin,0.01734414211352754,Ekko,0.018061717798245648,Kayn,0.030260084932679954,Yasuo,0.024467170095923654,Sylas,0.0267599324376593,Ahri,0.031237606708290722,Ezreal,0.011083147069900445,Kaisa,0.019339144971205823,Jhin,0.021991127353846382,Lux,0.01454640799397998,Pyke,0.01927752054958409,Thresh,0.025175665572868
Zyra,sup,Teemo,0.02003191009937398,Malphite,0.0561729553281232,Kayle,0.056921748974833125,Fiddlesticks,0.03937095846598737,Warwick,0.04877978782344935,Evelynn,0.049719541270345634,Veigar,0.022557945854525682,Ahri,0.03008864516661247,Neeko,0.03317251950946586,Ashe,0.01927917557218247,MissFortune,0.023634339834386283,Caitlyn,0.03211106945307839,Lux,0.028897362791022407,Morgana,0.03854299725071762,Nami,0.04909964503996219
