Champion1,Champion2,Champion3,Champion4,Champion5
122,58,875,421,80
157,81,67,107,202
55,91,8,517,122
76,67,89,17,81
76,64,21,99,101
166,517,234,81,235
7,517,84,61,64
57,63,89,254,133
39,91,245,54,516
432,57,5,37,17
64,104,81,2,421
99,40,103,267,17
55,81,202,145,164
8,86,5,90,4
131,516,412,67,245
76,64,517,20,104
412,60,53,516,81
43,117,111,89,12
104,64,245,22,876
83,104,82,62,84
157,875,141,555,777
86,350,41,39,101
90,50,51,101,12
114,81,516,202,89
64,238,39,875,84
117,235,875,412,80
101,80,81,202,75
81,235,222,236,202
145,202,81,67,11
99,245,81,236,61
59,131,44,99,60
64,81,53,99,412
412,67,64,36,98
555,81,517,145,164
81,145,126,157,84
117,350,147,99,40
266,58,141,12,555
5,64,245,421,28
145,81,8,202,104
61,81,64,103,236
81,51,133,145,110
29,17,222,145,96
236,157,81,91,39
57,516,58,98,875
350,28,11,16,99
34,157,24,245,238
238,67,157,412,64
350,43,16,117,267
85,150,96,12,29
238,11,81,61,64
147,360,142,117,350
51,516,360,39,145
53,122,24,64,157
81,145,236,67,498
412,53,222,238,157
64,104,121,142,777
67,99,236,64,202
104,64,517,238,81
266,11,33,106,875
104,78,64,114,245
16,53,89,37,161
77,223,131,427,8
84,36,19,1,51
412,53,266,25,89
101,143,12,25,3
24,81,57,222,54
112,245,43,42,41
39,157,517,64,238
238,7,84,222,121
777,67,103,51,222
238,236,64,121,11
64,412,81,67,157
41,16,117,37,80
31,157,53,412,54
238,245,104,75,235
145,81,67,236,32
81,67,145,412,157
57,64,5,54,81
81,34,67,51,103
150,114,81,13,78
64,104,245,236,76
11,64,238,122,157
92,39,517,84,64
81,18,53,202,113
412,143,53,89,54
31,45,16,202,235
39,81,145,498,84
350,16,64,234,104
64,412,55,157,21
121,84,80,54,104
412,64,53,81,101
39,164,777,126,24
555,81,202,238,35
141,555,81,145,876
64,5,412,117,59
99,67,81,53,89
55,777,104,157,238
81,51,145,18,22
107,238,64,101,81
104,236,81,157,79
51,67,81,69,222
64,76,238,92,104
64,76,68,104,39
234,238,99,81,145
76,16,25,56,110
133,67,11,51,81
17,1,22,54,16
420,516,157,82,238
145,81,114,99,360
150,81,22,164,887
50,122,54,19,38
122,91,86,202,498
4,412,64,236,202
81,53,235,22,236
238,64,157,236,412
39,164,266,517,875
777,11,157,555,122
64,76,145,104,81
555,64,89,99,98
145,81,67,222,235
157,11,64,245,8
99,497,412,498,22
55,245,145,67,51
41,17,131,21,32
48,517,245,104,29
64,60,89,238,7
64,104,76,39,67
29,54,157,64,67
29,238,245,105,67
526,711,50,80,43
412,53,55,67,64
142,98,157,99,89
81,67,64,236,92
37,51,15,427,90
81,360,236,117,67
104,64,76,236,81
412,67,69,89,64
523,145,67,236,81
43,111,888,89,101
55,54,84,254,53
238,81,517,104,39
76,412,104,64,203
412,16,22,81,235
16,26,6,111,85
22,61,875,145,142
6,14,420,50,111
202,35,145,114,81
81,34,145,236,202
555,235,711,412,80
101,20,517,82,80
67,145,222,202,360
21,101,145,22,81
54,202,360,24,64
238,131,157,55,412
875,86,91,80,77
81,21,222,145,142
104,64,67,81,20
105,91,81,236,517
21,90,112,4,777
64,53,412,39,11
56,875,82,236,84
122,161,67,48,223
39,157,104,75,10
81,53,54,51,67
79,25,120,412,59
236,81,29,429,96
157,777,238,141,555
35,27,121,57,79
498,21,81,51,145
57,27,112,64,23
81,17,222,56,236
238,157,4,99,67
64,121,164,131,104
24,39,164,7,145
236,360,81,145,101
53,67,81,412,51
131,121,106,141,711
64,157,11,67,17
122,154,64,266,39
24,127,59,64,12
69,15,81,96,55
80,202,120,98,154
78,235,80,51,350
67,145,360,81,236
517,245,238,84,234
145,236,350,80,64
39,517,157,81,35
76,64,104,876,245
412,81,53,145,103
202,145,245,51,34
350,117,497,25,40
412,53,58,202,555
412,157,64,67,54
111,147,235,412,117
1,81,12,24,22
104,24,5,60,121
157,64,145,236,81
555,523,157,55,81
7,84,39,517,157
350,777,202,111,53
876,421,39,60,136
81,202,85,22,145
111,222,350,17,51
235,81,51,50,412
516,36,31,89,82
555,80,117,50,350
238,58,91,84,7
81,157,412,91,67
81,202,51,64,53
517,56,518,360,141
74,54,111,37,17
517,39,79,68,711
133,235,34,150,112
55,81,67,26,96
101,89,58,80,81
222,81,15,67,236
111,154,412,40,53
99,56,121,102,36
55,523,145,81,164
105,3,711,101,80
421,101,157,360,67
39,2,24,101,79
555,11,157,54,20
81,245,517,64,777
875,223,104,266,86
157,64,238,92,81
117,98,99,412,80
875,266,121,92,86
875,82,106,157,122
67,222,33,145,236
64,104,76,517,234
89,15,254,202,203
12,25,38,81,13
103,7,142,78,99
67,64,39,777,89
39,84,98,236,164
64,157,39,145,92
64,81,104,245,67
157,238,84,39,81
92,11,4,104,80
76,78,57,85,202
157,39,81,91,517
59,81,517,22,79
64,104,68,60,81
412,53,81,51,89
240,238,516,64,91
54,25,22,53,89
236,145,81,238,67
67,81,412,11,4
164,81,112,145,67
112,517,79,143,875
25,81,222,21,412
157,121,64,92,11
99,24,157,5,203
20,245,81,18,42
86,203,11,17,54
145,157,39,81,236
101,89,81,412,92
141,245,11,777,33
64,56,8,4,517
62,245,64,104,80
82,875,106,86,24
350,43,145,81,117
28,555,20,234,518
122,99,81,53,101
51,21,17,110,79
122,157,238,523,141
122,360,39,142,22
10,238,145,517,157
107,41,234,64,126
555,157,517,84,777
238,30,39,80,777
81,203,350,202,145
81,412,25,236,64
875,64,157,238,122
1,26,7,13,412
67,238,21,236,81
81,67,145,64,157
98,9,3,19,54
555,81,64,202,92
112,92,234,104,875
64,81,39,105,92
238,117,555,81,7
80,84,64,104,517
121,420,28,33,102
12,53,157,48,64
33,59,58,131,79
245,64,104,30,76
64,202,157,81,53
81,145,412,45,236
32,36,53,11,254
99,111,3,432,50
91,64,238,76,103
64,14,7,876,104
245,76,81,64,145
64,157,39,81,7
350,117,99,16,103
81,238,11,64,84
236,202,67,43,81
1,13,22,45,142
117,21,111,235,89
32,19,9,161,99
412,81,8,15,25
41,35,517,81,83
69,238,157,34,2
145,236,81,245,498
157,64,92,238,39
57,122,7,104,133
67,122,81,202,92
127,517,238,85,64
202,145,67,81,222
150,360,145,202,84
39,238,517,84,64
267,350,117,50,45
81,51,89,21,67
91,81,777,236,105
145,202,67,43,81
145,67,360,81,236
37,64,53,21,17
39,412,81,157,67
67,11,81,157,145
75,33,31,54,68
64,245,24,141,60
20,141,202,78,19
518,777,887,266,234
245,154,64,104,54
64,412,81,236,154
25,117,54,50,420
350,51,81,21,104
63,80,21,107,41
64,81,67,30,76
64,61,112,1,121
35,81,145,28,245
875,92,86,555,122
157,64,122,99,555
35,8,50,26,141
75,80,120,82,111
12,54,56,53,235
157,91,61,99,53
81,67,145,236,51
55,777,157,238,101
92,67,157,103,145
5,81,67,53,4
64,104,76,81,412
157,202,360,122,555
157,64,11,67,122
157,67,55,236,81
114,516,58,27,157
67,81,64,145,51
145,67,236,104,81
131,245,141,64,238
412,81,112,92,67
157,234,517,64,777
517,234,203,5,28
107,35,23,121,887
31,19,72,45,82
7,517,84,58,39
55,157,67,142,105
111,63,57,86,26
64,62,58,104,81
126,81,202,51,67
81,35,101,412,64
67,202,122,161,236
81,360,67,145,222
105,412,53,64,81
84,7,875,517,64
81,412,4,64,67
145,64,22,555,81
4,84,81,777,64
81,51,55,236,7
150,85,875,126,517
105,236,517,55,498
104,517,81,202,145
245,64,76,104,517
55,39,517,7,246
81,412,101,236,4
161,412,81,117,50
64,104,76,876,79
84,164,517,157,875
421,1,104,203,28
142,517,166,34,777
86,157,8,23,63
55,64,238,157,7
81,202,236,145,22
875,81,245,266,202
63,99,81,131,64
67,81,222,4,51
104,67,64,122,81
54,101,53,51,99
104,157,19,64,266
236,126,81,22,54
234,19,54,106,141
101,222,76,55,412
64,81,39,157,60
76,81,142,64,412
555,412,111,53,235
81,145,142,202,67
517,79,81,72,202
238,157,11,59,122
39,122,104,157,24
104,76,234,23,64
245,39,517,157,234
145,81,22,51,887
81,145,238,51,22
145,81,99,67,64
145,236,81,51,523
876,421,102,82,121
7,142,43,22,51
122,145,516,17,14
89,75,51,20,99
875,43,89,14,12
875,517,82,53,81
35,54,104,245,64
350,25,16,53,37
38,163,29,164,202
64,76,157,246,7
412,81,53,222,54
350,29,99,22,234
163,141,412,236,131
412,105,81,157,92
64,412,104,81,523
81,67,202,236,222
81,22,222,86,64
7,92,4,157,81
81,112,154,61,103
126,238,236,875,84
11,81,55,22,67
412,497,53,126,16
64,157,555,517,81
1,61,145,80,81
555,875,518,777,81
84,236,202,131,51
238,84,39,412,81
81,145,67,498,110
157,81,64,238,76
86,145,516,81,22
157,412,267,64,81
122,82,420,164,120
81,64,157,7,16
145,360,523,104,67
81,64,92,145,67
62,103,163,64,236
81,202,875,98,114
99,53,43,412,25
107,120,238,11,64
122,777,126,84,141
58,254,12,120,98
56,114,24,235,112
145,22,51,10,5
236,81,67,78,150
4,86,64,145,13
81,53,51,236,145
32,22,81,145,99
245,56,157,81,202
39,126,236,81,145
157,81,236,11,238
99,16,25,9,117
202,412,28,64,145
51,119,89,145,127
203,64,120,104,60
50,81,102,99,154
238,555,157,81,8
92,236,67,412,157
238,555,84,157,91
22,113,64,5,81
84,112,24,17,81
81,202,360,67,157
80,55,5,11,20
412,98,202,266,53
85,68,245,60,8
17,7,238,35,122
81,103,92,84,60
81,67,64,266,202
64,412,12,236,238
67,202,64,145,360
22,21,74,99,1
122,39,164,92,266
56,76,81,142,7
122,24,62,875,777
24,60,64,79,35
81,145,99,202,67
81,145,39,64,157
202,119,103,19,222
131,60,59,81,53
84,80,64,517,777
238,91,240,103,164
81,18,412,236,142
81,412,64,99,53
104,64,76,81,60
222,81,202,236,22
103,51,22,31,55
412,12,111,16,53
51,145,99,350,235
78,27,412,114,86
27,157,33,64,75
412,202,432,64,267
48,202,64,81,20
7,157,104,67,64
145,81,360,39,236
37,16,99,35,235
99,53,54,16,81
92,11,238,105,157
145,81,202,523,22
25,17,99,102,89
157,39,55,64,517
64,517,79,236,81
104,39,120,64,126
141,85,887,113,98
157,517,81,67,64
81,517,157,64,555
92,17,157,35,104
145,81,236,22,24
238,81,120,145,67
523,145,22,81,67
161,267,16,131,350
266,64,164,126,875
81,91,112,53,105
8,20,9,16,350
51,81,202,412,238
555,420,145,67,157
68,112,81,4,412
57,17,59,54,234
114,84,24,266,164
64,875,517,39,122
81,110,145,236,360
875,86,145,54,81
39,81,99,64,517
61,4,412,53,517
154,11,122,81,202
157,16,64,412,53
84,517,245,777,238
114,84,67,777,236
54,81,80,103,89
516,875,91,80,141
76,266,67,39,81
154,17,81,91,64
245,84,39,875,777
91,157,141,81,555
236,59,64,104,43
107,412,497,98,268
875,157,122,555,141
64,157,50,55,142
55,84,145,28,875
64,32,67,35,104
875,141,157,81,266
238,81,145,360,222
32,33,59,89,60
526,157,516,81,89
202,92,222,22,59
81,22,236,51,145
157,92,64,121,81
131,90,56,777,5
106,163,28,236,62
164,266,82,122,875
28,103,81,60,51
412,101,53,57,25
238,777,875,64,84
81,107,202,222,238
875,360,25,157,516
67,81,222,145,236
222,81,51,412,89
39,154,12,412,98
412,12,11,107,121
150,67,222,53,43
350,99,117,16,147
157,238,145,64,81
99,30,420,126,7
81,236,145,222,67
104,64,76,79,59
157,875,555,39,84
412,81,41,236,51
7,55,238,84,39
11,9,20,75,17
238,103,84,101,266
117,51,39,21,81
119,777,122,8,145
114,238,517,84,91
17,11,14,111,23
81,51,64,222,202
64,86,104,79,2
245,11,555,141,55
266,81,105,154,202
89,25,81,222,21
121,51,412,36,75
39,360,164,55,350
145,887,166,56,58
150,157,39,517,64
58,16,86,17,267
39,517,92,58,7
89,18,32,81,50
8,30,266,104,202
39,517,81,164,236
516,54,412,517,157
8,39,105,113,412
35,56,64,412,67
201,99,526,111,412
81,67,145,202,51
245,11,32,112,104
876,104,235,64,80
69,81,134,67,64
53,76,101,412,30
67,236,51,429,145
875,35,245,235,31
64,238,141,245,145
