,Main Champion,Champion,Mastery
3,Xayah,Diana,0.0411148590023822
4,Xayah,Kayn,0.04276913861533017
5,Xayah,LeeSin,0.04301601478517842
3,Xerath,MasterYi,0.03455069052652904
4,Xerath,LeeSin,0.042105239985060224
5,Xerath,Ekko,0.05026379588621202
3,XinZhao,MasterYi,0.05487955497020743
4,XinZhao,LeeSin,0.0675970889944151
5,XinZhao,Khazix,0.08819312280833883
3,Yasuo,LeeSin,0.0009335339003006802
4,Yasuo,MasterYi,0.001306446639014606
5,Yasuo,Kayn,0.0013580827375028748
3,Yone,Kayn,0.01700850129778054
4,Yone,LeeSin,0.018928876251916863
5,Yone,Viego,0.019165758773383588
3,Yorick,Warwick,0.07149029787496443
4,Yorick,Trundle,0.08438584423877027
5,Yorick,MonkeyKing,0.0910641281089412
3,Yuumi,Evelynn,0.021729095238105997
4,Yuumi,Lillia,0.023430025999869816
5,Yuumi,Nunu,0.028356441428189553
3,Zac,LeeSin,0.021378714297513986
4,Zac,Kayn,0.0629756349961458
5,Zac,Ekko,0.0631130395404764
3,Zed,LeeSin,0.002576894625746194
4,Zed,Ekko,0.004313731239907912
5,Zed,MasterYi,0.005305202813895238
3,Zeri,Nunu,0.46603092767600307
4,Zeri,MasterYi,0.4683474140753029
5,Zeri,Viego,0.9069003962408082
3,Ziggs,Nunu,0.1157559688774835
4,Ziggs,Shaco,0.14930851440989376
5,Ziggs,Diana,0.15208596496867682
3,Zilean,LeeSin,0.052995861081634975
4,Zilean,MasterYi,0.0777860429956615
5,Zilean,Shaco,0.09457687943243845
3,Zoe,LeeSin,0.01734414211352754
4,Zoe,Ekko,0.018061717798245648
5,Zoe,Kayn,0.030260084932679954
3,Zyra,Fiddlesticks,0.03937095846598737
4,Zyra,Warwick,0.04877978782344935
5,Zyra,Evelynn,0.049719541270345634
